caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,vetoes,overriddenVetoes
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,2410,16.067,60.000,0.268,1.000,0.595,0.657,0.159,0.241,0.732,0.000,0.000,0.000,0.000,0.405,0.102,0.307,0.244,0.836,0.702,0.468,0.000,0.000,0.000,0.164,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,611,4.073,60.000,0.068,1.000,0.664,0.671,0.045,0.347,0.932,0.000,0.000,0.000,0.000,0.821,0.014,0.157,0.402,0.829,0.077,0.724,0.000,0.000,0.000,0.171,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7522,50.147,60.000,0.836,1.000,0.525,0.499,0.438,0.107,0.164,0.000,0.000,0.000,0.472,0.031,0.652,0.651,0.322,0.800,0.987,0.808,0.000,0.000,0.000,0.200,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8036,53.573,60.000,0.893,1.000,0.514,0.499,0.459,0.145,0.107,0.000,0.000,0.000,0.470,0.017,0.468,0.483,0.327,0.812,0.989,0.838,0.000,0.000,0.000,0.188,0.903,0.177,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7536,50.240,60.000,0.837,1.000,0.522,0.498,0.437,0.106,0.163,0.000,0.000,0.000,0.476,0.026,0.653,0.649,0.327,0.802,0.976,0.820,0.201,0.744,1.361,0.198,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8050,53.667,60.000,0.894,1.000,0.511,0.498,0.457,0.144,0.106,0.000,0.000,0.000,0.480,0.017,0.469,0.483,0.331,0.813,0.970,0.845,0.201,0.744,1.472,0.187,0.907,0.177,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,9000,60.000,7478,49.853,60.000,0.831,1.000,0.524,0.503,0.435,0.110,0.169,0.000,0.000,0.000,0.469,0.026,0.643,0.648,0.227,0.791,0.998,0.754,0.201,0.744,0.938,0.209,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,9000,60.000,6228,41.520,55.060,0.692,0.918,0.529,0.532,0.366,0.118,0.308,0.082,0.000,0.000,0.451,0.057,0.528,0.637,0.179,0.815,0.959,0.448,0.201,0.744,0.616,0.185,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6266,41.773,55.127,0.696,0.919,0.529,0.533,0.369,0.118,0.304,0.081,0.000,0.000,0.455,0.053,0.533,0.639,0.179,0.812,0.960,0.445,0.000,0.000,0.000,0.188,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1851,12.340,12.480,0.206,0.208,0.577,0.641,0.119,0.232,0.794,0.538,0.254,0.000,0.248,0.542,0.070,0.253,0.318,0.853,0.427,0.626,0.000,0.000,0.000,0.147,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5232,34.880,60.000,0.581,1.000,0.515,0.519,0.299,0.135,0.419,0.000,0.000,0.500,0.407,0.261,0.364,0.508,0.308,0.809,0.792,0.741,0.000,0.000,0.000,0.191,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2120,14.133,14.353,0.236,0.239,0.553,0.704,0.130,0.260,0.764,0.761,0.000,0.000,0.317,0.483,0.070,0.232,0.177,0.814,0.798,0.294,0.000,0.000,0.000,0.186,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3819,25.460,53.780,0.424,0.896,0.548,0.615,0.232,0.177,0.576,0.102,0.001,0.000,0.299,0.199,0.198,0.374,0.246,0.808,0.863,0.487,0.000,0.000,0.000,0.192,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3913,26.087,60.000,0.435,1.000,0.535,0.638,0.232,0.155,0.565,0.000,0.000,0.000,0.416,0.149,0.246,0.463,0.181,0.818,0.951,0.298,0.000,0.000,0.000,0.182,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6222,41.480,49.740,0.691,0.829,0.525,0.514,0.363,0.113,0.309,0.171,0.000,0.000,0.465,0.143,0.522,0.625,0.302,0.803,0.854,0.707,0.000,0.000,0.000,0.197,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,bicameral-majority,Bicameral simple majority,9000,60.000,1356,9.040,60.000,0.151,1.000,0.618,0.654,0.093,0.274,0.849,0.000,0.000,0.000,0.000,0.639,0.047,0.239,0.345,0.819,0.294,0.670,0.000,0.000,0.000,0.181,0.000,0.000,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,885,5.900,60.000,0.098,1.000,0.630,0.666,0.062,0.293,0.902,0.000,0.000,0.000,0.000,0.757,0.029,0.221,0.357,0.822,0.180,0.677,0.000,0.000,0.000,0.178,0.000,0.000,423,2
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority,Unicameral simple majority,9000,60.000,2134,14.227,60.000,0.237,1.000,0.576,0.623,0.137,0.245,0.763,0.000,0.000,0.000,0.000,0.532,0.081,0.269,0.226,0.809,0.593,0.440,0.000,0.000,0.000,0.191,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,3073,20.487,60.000,0.341,1.000,0.566,0.581,0.193,0.212,0.659,0.000,0.000,0.000,0.000,0.458,0.139,0.366,0.255,0.803,0.650,0.543,0.000,0.000,0.000,0.197,0.905,0.174,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,2209,14.727,60.000,0.245,1.000,0.581,0.631,0.143,0.245,0.755,0.000,0.000,0.000,0.000,0.505,0.089,0.286,0.200,0.820,0.682,0.374,0.000,0.000,0.000,0.180,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,supermajority-60,Unicameral 60 percent passage,9000,60.000,455,3.033,60.000,0.051,1.000,0.644,0.696,0.033,0.392,0.949,0.000,0.000,0.000,0.000,0.867,0.008,0.118,0.233,0.822,0.134,0.398,0.000,0.000,0.000,0.178,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass,Default pass unless 2/3 block,9000,60.000,7852,52.347,60.000,0.872,1.000,0.527,0.483,0.459,0.103,0.128,0.000,0.000,0.000,0.457,0.029,0.697,0.662,0.262,0.787,0.997,0.621,0.000,0.000,0.000,0.213,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8522,56.813,60.000,0.947,1.000,0.514,0.483,0.487,0.137,0.053,0.000,0.000,0.000,0.444,0.019,0.505,0.492,0.265,0.798,0.994,0.634,0.000,0.000,0.000,0.202,0.913,0.179,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7914,52.760,60.000,0.879,1.000,0.525,0.482,0.461,0.102,0.121,0.000,0.000,0.000,0.465,0.026,0.703,0.663,0.266,0.787,0.996,0.632,0.099,0.641,2.374,0.213,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8532,56.880,60.000,0.948,1.000,0.514,0.483,0.487,0.137,0.052,0.000,0.000,0.000,0.444,0.016,0.506,0.492,0.267,0.798,0.996,0.641,0.099,0.641,2.570,0.202,0.917,0.179,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,9000,60.000,7868,52.453,60.000,0.874,1.000,0.527,0.483,0.460,0.103,0.126,0.000,0.000,0.000,0.455,0.025,0.698,0.662,0.204,0.781,1.000,0.615,0.099,0.641,1.809,0.219,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,9000,60.000,7107,47.380,57.180,0.790,0.953,0.527,0.501,0.416,0.108,0.210,0.047,0.000,0.000,0.457,0.045,0.622,0.651,0.183,0.795,0.932,0.462,0.099,0.641,1.462,0.205,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,7107,47.380,57.213,0.790,0.954,0.528,0.502,0.417,0.107,0.210,0.046,0.000,0.000,0.455,0.044,0.624,0.654,0.182,0.795,0.930,0.458,0.000,0.000,0.000,0.205,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1775,11.833,11.873,0.197,0.198,0.559,0.638,0.110,0.231,0.803,0.541,0.261,0.000,0.256,0.588,0.067,0.259,0.215,0.848,0.543,0.390,0.000,0.000,0.000,0.152,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5134,34.227,60.000,0.570,1.000,0.521,0.507,0.297,0.133,0.430,0.000,0.000,0.500,0.390,0.293,0.372,0.532,0.253,0.796,0.823,0.592,0.000,0.000,0.000,0.204,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1488,9.920,9.940,0.165,0.166,0.564,0.697,0.093,0.295,0.835,0.834,0.000,0.000,0.190,0.638,0.040,0.185,0.143,0.801,0.677,0.231,0.000,0.000,0.000,0.199,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3980,26.533,55.687,0.442,0.928,0.545,0.591,0.241,0.170,0.558,0.072,0.000,0.000,0.292,0.198,0.213,0.386,0.199,0.791,0.896,0.378,0.000,0.000,0.000,0.209,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4271,28.473,60.000,0.475,1.000,0.535,0.603,0.254,0.146,0.525,0.000,0.000,0.000,0.409,0.106,0.271,0.463,0.175,0.809,0.953,0.297,0.000,0.000,0.000,0.191,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6773,45.153,51.327,0.753,0.855,0.527,0.493,0.397,0.107,0.247,0.145,0.000,0.000,0.452,0.118,0.582,0.637,0.251,0.789,0.898,0.575,0.000,0.000,0.000,0.211,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,bicameral-majority,Bicameral simple majority,9000,60.000,1204,8.027,60.000,0.134,1.000,0.594,0.649,0.079,0.287,0.866,0.000,0.000,0.000,0.000,0.702,0.035,0.201,0.229,0.815,0.327,0.410,0.000,0.000,0.000,0.185,0.000,0.000,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,675,4.500,60.000,0.075,1.000,0.603,0.668,0.045,0.313,0.925,0.000,0.000,0.000,0.000,0.818,0.019,0.183,0.229,0.809,0.195,0.423,0.000,0.000,0.000,0.191,0.000,0.000,462,4
two-party,Two-Party System,Generated legislators sort into two broad parties.,simple-majority,Unicameral simple majority,9000,60.000,2512,16.747,60.000,0.279,1.000,0.596,0.638,0.166,0.227,0.721,0.000,0.000,0.000,0.000,0.415,0.114,0.330,0.214,0.819,0.758,0.406,0.000,0.000,0.000,0.181,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,3357,22.380,60.000,0.373,1.000,0.586,0.605,0.219,0.208,0.627,0.000,0.000,0.000,0.000,0.321,0.163,0.391,0.237,0.818,0.778,0.490,0.000,0.000,0.000,0.182,0.907,0.174,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,2611,17.407,60.000,0.290,1.000,0.609,0.640,0.177,0.229,0.710,0.000,0.000,0.000,0.000,0.379,0.122,0.340,0.198,0.835,0.800,0.368,0.000,0.000,0.000,0.165,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,supermajority-60,Unicameral 60 percent passage,9000,60.000,839,5.593,60.000,0.093,1.000,0.665,0.719,0.062,0.359,0.907,0.000,0.000,0.000,0.000,0.747,0.019,0.146,0.205,0.828,0.312,0.362,0.000,0.000,0.000,0.172,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass,Default pass unless 2/3 block,9000,60.000,7566,50.440,60.000,0.841,1.000,0.534,0.494,0.449,0.108,0.159,0.000,0.000,0.000,0.444,0.026,0.673,0.669,0.259,0.799,0.991,0.610,0.000,0.000,0.000,0.201,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8154,54.360,60.000,0.906,1.000,0.521,0.497,0.472,0.140,0.094,0.000,0.000,0.000,0.448,0.006,0.492,0.502,0.259,0.816,0.999,0.610,0.000,0.000,0.000,0.184,0.910,0.178,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7609,50.727,60.000,0.845,1.000,0.532,0.494,0.450,0.107,0.155,0.000,0.000,0.000,0.454,0.021,0.677,0.667,0.261,0.800,0.993,0.613,0.090,0.608,2.447,0.200,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8151,54.340,60.000,0.906,1.000,0.521,0.497,0.472,0.140,0.094,0.000,0.000,0.000,0.443,0.006,0.492,0.502,0.262,0.818,0.999,0.614,0.090,0.608,2.630,0.182,0.909,0.178,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,9000,60.000,7555,50.367,60.000,0.839,1.000,0.532,0.496,0.447,0.109,0.161,0.000,0.000,0.000,0.451,0.019,0.672,0.669,0.199,0.795,0.999,0.592,0.090,0.608,1.853,0.205,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,9000,60.000,6798,45.320,57.473,0.755,0.958,0.538,0.514,0.406,0.113,0.245,0.042,0.000,0.000,0.437,0.034,0.600,0.665,0.178,0.810,0.957,0.446,0.090,0.608,1.495,0.190,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6840,45.600,57.493,0.760,0.958,0.538,0.514,0.409,0.113,0.240,0.042,0.000,0.000,0.440,0.032,0.601,0.662,0.178,0.810,0.956,0.444,0.000,0.000,0.000,0.190,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1980,13.200,13.267,0.220,0.221,0.591,0.658,0.130,0.248,0.780,0.542,0.237,0.000,0.184,0.512,0.073,0.251,0.209,0.862,0.631,0.377,0.000,0.000,0.000,0.138,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,6630,44.200,60.000,0.737,1.000,0.517,0.490,0.381,0.113,0.263,0.000,0.000,0.333,0.427,0.156,0.526,0.583,0.257,0.807,0.924,0.607,0.000,0.000,0.000,0.193,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1340,8.933,8.960,0.149,0.149,0.609,0.723,0.091,0.329,0.851,0.851,0.000,0.000,0.107,0.655,0.035,0.169,0.151,0.824,0.634,0.246,0.000,0.000,0.000,0.176,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4001,26.673,56.027,0.445,0.934,0.563,0.605,0.250,0.170,0.555,0.066,0.000,0.000,0.249,0.165,0.225,0.410,0.197,0.808,0.924,0.369,0.000,0.000,0.000,0.192,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4271,28.473,60.000,0.475,1.000,0.554,0.616,0.263,0.150,0.525,0.000,0.000,0.000,0.364,0.088,0.277,0.477,0.174,0.820,0.974,0.296,0.000,0.000,0.000,0.180,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6523,43.487,51.360,0.725,0.856,0.536,0.504,0.389,0.110,0.275,0.144,0.000,0.000,0.435,0.119,0.568,0.655,0.250,0.802,0.891,0.572,0.000,0.000,0.000,0.198,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,bicameral-majority,Bicameral simple majority,9000,60.000,1622,10.813,60.000,0.180,1.000,0.622,0.671,0.112,0.272,0.820,0.000,0.000,0.000,0.000,0.575,0.057,0.249,0.205,0.823,0.541,0.377,0.000,0.000,0.000,0.177,0.000,0.000,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,1012,6.747,60.000,0.112,1.000,0.637,0.687,0.072,0.299,0.888,0.000,0.000,0.000,0.000,0.724,0.032,0.219,0.217,0.822,0.325,0.390,0.000,0.000,0.000,0.178,0.000,0.000,551,6
multi-party,Multi-Party System,Generated legislators sort into five parties.,simple-majority,Unicameral simple majority,9000,60.000,2421,16.140,60.000,0.269,1.000,0.597,0.637,0.161,0.226,0.731,0.000,0.000,0.000,0.000,0.429,0.109,0.327,0.205,0.828,0.754,0.386,0.000,0.000,0.000,0.172,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,simple-majority-mediation,Unicameral majority + mediation,9000,60.000,3300,22.000,60.000,0.367,1.000,0.587,0.601,0.215,0.202,0.633,0.000,0.000,0.000,0.000,0.334,0.166,0.408,0.231,0.824,0.777,0.466,0.000,0.000,0.000,0.176,0.909,0.176,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,2560,17.067,60.000,0.284,1.000,0.610,0.640,0.173,0.223,0.716,0.000,0.000,0.000,0.000,0.387,0.122,0.349,0.195,0.839,0.795,0.360,0.000,0.000,0.000,0.161,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,supermajority-60,Unicameral 60 percent passage,9000,60.000,840,5.600,60.000,0.093,1.000,0.666,0.713,0.062,0.347,0.907,0.000,0.000,0.000,0.000,0.740,0.021,0.166,0.194,0.826,0.333,0.334,0.000,0.000,0.000,0.174,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass,Default pass unless 2/3 block,9000,60.000,7562,50.413,60.000,0.840,1.000,0.532,0.490,0.447,0.103,0.160,0.000,0.000,0.000,0.453,0.019,0.677,0.673,0.255,0.803,0.997,0.588,0.000,0.000,0.000,0.197,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8168,54.453,60.000,0.908,1.000,0.522,0.492,0.473,0.137,0.092,0.000,0.000,0.000,0.443,0.005,0.496,0.504,0.257,0.818,0.994,0.599,0.000,0.000,0.000,0.182,0.915,0.180,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7565,50.433,60.000,0.841,1.000,0.532,0.490,0.447,0.102,0.159,0.000,0.000,0.000,0.453,0.017,0.680,0.675,0.258,0.803,0.996,0.596,0.127,0.618,1.708,0.197,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,9000,60.000,8217,54.780,60.000,0.913,1.000,0.521,0.491,0.476,0.137,0.087,0.000,0.000,0.000,0.437,0.006,0.498,0.502,0.259,0.819,0.996,0.603,0.127,0.618,1.867,0.181,0.917,0.180,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,9000,60.000,7546,50.307,60.000,0.838,1.000,0.531,0.491,0.446,0.103,0.162,0.000,0.000,0.000,0.457,0.019,0.677,0.675,0.198,0.798,0.999,0.573,0.127,0.618,1.308,0.202,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,9000,60.000,6883,45.887,57.647,0.765,0.961,0.537,0.507,0.410,0.108,0.235,0.039,0.000,0.000,0.447,0.033,0.615,0.671,0.178,0.812,0.973,0.441,0.127,0.618,1.075,0.188,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6839,45.593,57.673,0.760,0.961,0.536,0.509,0.407,0.108,0.240,0.039,0.000,0.000,0.440,0.031,0.610,0.670,0.176,0.813,0.972,0.431,0.000,0.000,0.000,0.187,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1941,12.940,13.027,0.216,0.217,0.589,0.655,0.127,0.235,0.784,0.555,0.228,0.000,0.196,0.507,0.073,0.262,0.201,0.862,0.624,0.358,0.000,0.000,0.000,0.138,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,2945,19.633,60.000,0.327,1.000,0.572,0.610,0.187,0.205,0.673,0.000,0.000,0.811,0.147,0.398,0.140,0.352,0.210,0.830,0.799,0.404,0.000,0.000,0.000,0.170,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,3744,24.960,25.993,0.416,0.433,0.559,0.616,0.233,0.183,0.584,0.567,0.000,0.000,0.325,0.221,0.183,0.355,0.187,0.825,0.976,0.331,0.000,0.000,0.000,0.175,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3952,26.347,55.847,0.439,0.931,0.564,0.599,0.248,0.167,0.561,0.069,0.000,0.000,0.245,0.177,0.226,0.418,0.194,0.814,0.948,0.361,0.000,0.000,0.000,0.186,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4199,27.993,60.000,0.467,1.000,0.557,0.610,0.260,0.151,0.533,0.000,0.000,0.000,0.353,0.103,0.266,0.462,0.172,0.825,0.987,0.291,0.000,0.000,0.000,0.175,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6488,43.253,51.313,0.721,0.855,0.533,0.499,0.384,0.105,0.279,0.145,0.000,0.000,0.446,0.128,0.565,0.653,0.245,0.805,0.902,0.550,0.000,0.000,0.000,0.195,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,bicameral-majority,Bicameral simple majority,9000,60.000,1590,10.600,60.000,0.177,1.000,0.625,0.663,0.110,0.274,0.823,0.000,0.000,0.000,0.000,0.583,0.056,0.252,0.204,0.830,0.515,0.372,0.000,0.000,0.000,0.170,0.000,0.000,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,994,6.627,60.000,0.110,1.000,0.640,0.688,0.071,0.311,0.890,0.000,0.000,0.000,0.000,0.717,0.032,0.223,0.202,0.830,0.369,0.362,0.000,0.000,0.000,0.170,0.000,0.000,525,3
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,27000,180.000,7301,48.673,180.000,0.270,1.000,0.598,0.640,0.162,0.235,0.730,0.000,0.000,0.000,0.000,0.437,0.105,0.310,0.215,0.825,0.703,0.407,0.000,0.000,0.000,0.175,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,simple-majority-mediation,Unicameral majority + mediation,27000,180.000,9976,66.507,180.000,0.369,1.000,0.585,0.609,0.216,0.206,0.631,0.000,0.000,0.000,0.000,0.339,0.163,0.396,0.233,0.822,0.772,0.471,0.000,0.000,0.000,0.178,0.903,0.175,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,27000,180.000,7655,51.033,180.000,0.284,1.000,0.610,0.646,0.173,0.234,0.716,0.000,0.000,0.000,0.000,0.392,0.115,0.324,0.196,0.838,0.783,0.361,0.000,0.000,0.000,0.162,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,supermajority-60,Unicameral 60 percent passage,27000,180.000,2498,16.653,180.000,0.093,1.000,0.667,0.723,0.062,0.361,0.907,0.000,0.000,0.000,0.000,0.746,0.019,0.150,0.205,0.822,0.295,0.348,0.000,0.000,0.000,0.178,0.000,0.000,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass,Default pass unless 2/3 block,27000,180.000,22675,151.167,180.000,0.840,1.000,0.532,0.496,0.447,0.107,0.160,0.000,0.000,0.000,0.446,0.023,0.678,0.672,0.255,0.801,0.993,0.587,0.000,0.000,0.000,0.199,0.000,0.000,0,0
